Dataset,Number of Records,X,Y
6,1,31.7086629,58.83775437
6,1,42.81171147,30.02044842
6,1,43.30061489,31.5264262
6,1,40.39863291,16.34700838
6,1,40.43569158,20.23267068
6,1,40.93654667,16.91300484
6,1,39.66157367,15.60935558
6,1,40.89925918,20.79852895
6,1,41.96861683,26.4970726
6,1,40.38340582,21.39122553
6,1,56.53812645,32.44424547
6,1,52.97069128,29.04019669
6,1,54.62095259,30.34452445
6,1,65.09904439,27.24155756
6,1,63.05599091,29.70909568
6,1,70.96013623,41.25950129
6,1,69.89581924,43.45375927
6,1,70.59589286,41.96474387
6,1,69.64702143,44.04444502
6,1,77.39298249,63.37145906
6,1,64.40078719,67.44871845
6,1,63.86895983,70.21373883
6,1,56.59442132,86.92700622
6,1,56.53133729,87.49981107
6,1,59.65215837,87.80946159
6,1,56.6365087,85.63749556
6,1,58.672288,90.07716031
6,1,58.22161273,90.41101877
6,1,57.91466448,89.95380277
6,1,55.31550906,80.25186069
6,1,54.57572859,77.53628847
6,1,54.41309365,78.22908659
6,1,55.0745059,79.81754642
6,1,29.43296052,60.80177654
6,1,29.42268607,63.06846482
6,1,29.00561416,63.39075133
6,1,58.46183859,90.26532639
6,1,57.99780474,92.15990861
6,1,57.54947408,90.74890656
6,1,59.52992846,88.32727415
6,1,58.24939106,92.12968148
6,1,58.02451401,91.69442117
6,1,58.38212449,90.55347607
6,1,62.56675904,77.74393476
6,1,72.17582431,63.12892942
6,1,79.47276157,63.40868612
6,1,80.35770088,63.29543754
6,1,78.75723614,53.33262001
6,1,82.54023959,56.54105229
6,1,86.43589719,59.79276181
6,1,79.48868442,53.65167426
6,1,81.53042032,56.02536457
6,1,79.18678857,53.23479185
6,1,77.89905795,51.82245833
6,1,75.13071421,23.37244197
6,1,76.05801375,16.38374969
6,1,57.61467439,33.82244765
6,1,56.17139753,32.11798877
6,1,66.2878906,26.11710975
6,1,67.88171962,24.23601841
6,1,64.0280813,27.67268551
6,1,77.49665175,14.94852356
6,1,77.63465176,14.46185393
6,1,77.86372643,14.61067765
6,1,77.33815817,15.89005466
6,1,76.18041653,15.91257375
6,1,77.25265109,15.15151703
6,1,77.41337528,15.22192798
6,1,76.7318494,16.21684614
6,1,49.47110541,25.06301931
6,1,42.47653994,18.33847356
6,1,43.59511586,19.99420098
6,1,50.33996967,26.47139661
6,1,40.74898026,16.18214166
6,1,38.38652558,14.58021515
6,1,38.40401521,14.45194845
6,1,38.76427889,14.36559047
6,1,41.47014233,17.27803345
6,1,47.15540482,22.37793253
6,1,39.58256675,17.64845284
6,1,41.74024382,17.82932431
6,1,39.31187189,15.64071697
6,1,41.67984769,17.74591901
6,1,39.08746445,15.12230394
6,1,41.48150286,18.04743745
6,1,77.60608655,15.16287254
6,1,75.98266152,16.30692238
6,1,76.94575724,15.85847833
6,1,77.54372007,15.25394915
6,1,77.58473985,15.83003939
6,1,76.82230426,15.59516532
6,1,77.34857167,15.77452924
6,1,77.57315269,14.78064583
6,1,77.97261068,14.95569875
6,1,41.52891976,24.91642519
6,1,43.7225508,19.0773278
6,1,79.32607818,52.90039129
6,1,56.66397408,87.94012501
6,1,57.82178923,90.69316655
6,1,58.2431719,92.10432787
7,1,57.61323355,83.9051708
7,1,51.27439182,82.81798294
7,1,50.75389841,76.75412895
7,1,37.02118401,81.95447
7,1,42.88175509,80.18477005
7,1,37.15571048,84.95411141
7,1,17.89349871,71.10968734
7,1,23.07731951,71.72053968
7,1,23.67308186,64.87083914
7,1,23.71456629,75.09804908
7,1,23.74907191,63.5571719
7,1,24.93913687,72.58028581
7,1,25.98549962,74.34938755
7,1,27.27961285,19.25728097
7,1,28.03760277,26.80382436
7,1,28.21781183,28.28029249
7,1,29.43684125,67.55452811
7,1,29.74525392,74.40452684
7,1,30.01126425,68.14675637
7,1,31.00052541,82.5794806
7,1,31.22187836,26.44085578
7,1,31.68957613,26.66640021
7,1,32.21517863,65.60095802
7,1,33.5458051,20.0807081
7,1,33.79707204,28.69975074
7,1,35.6535812,17.51450806
7,1,36.3827222,25.23800523
7,1,37.30994836,72.5861552
7,1,37.55511629,24.53766384
7,1,37.57479502,69.98874444
7,1,37.94978369,26.52174923
7,1,38.73185813,83.78935643
7,1,39.19959418,23.68049566
7,1,39.64826665,22.73136637
7,1,39.73633061,23.49480698
7,1,39.74037952,18.74105142
7,1,40.0500952,71.88903357
7,1,40.07880645,80.24718526
7,1,40.86385523,82.9261453
7,1,41.10069438,26.55261322
7,1,42.84184265,20.33390044
7,1,43.91938731,27.79784459
7,1,44.41640111,28.94769234
7,1,44.67676155,80.23828555
7,1,45.80193476,81.65826775
7,1,45.83502017,82.74259199
7,1,45.85966932,17.12890368
7,1,46.96578576,16.78920163
7,1,47.09372989,26.99347063
7,1,47.34801855,72.59161154
7,1,48.25348097,29.27085553
7,1,49.0187554,23.48927402
7,1,49.31046863,67.16876032
7,1,49.36770682,22.0055807
7,1,49.58423926,16.75791602
7,1,49.96755118,28.46020333
7,1,50.15741443,71.16172583
7,1,50.81548536,78.95083881
7,1,50.89252158,29.14528394
7,1,51.18346666,85.12885465
7,1,51.34788323,27.36426023
7,1,51.45365835,26.02294175
7,1,51.66378626,19.9251252
7,1,51.81166378,17.0334946
7,1,51.85629997,21.96908401
7,1,51.9829247,82.20438347
7,1,52.35810536,19.41705412
7,1,52.53553472,27.17412294
7,1,52.81122164,17.85498812
7,1,52.83382053,72.55188627
7,1,53.28396884,84.26359922
7,1,54.11453178,17.67353439
7,1,54.22284562,19.50366554
7,1,55.40652083,80.26667197
7,1,55.57111973,17.36957458
7,1,55.83963137,21.61856967
7,1,55.95288863,16.78975761
7,1,56.24793514,83.51394949
7,1,56.45937113,25.14456421
7,1,56.60890766,70.40894609
7,1,56.78910436,17.30611552
7,1,57.33790605,84.99951887
7,1,57.66227662,24.06060793
7,1,58.11876586,73.11896147
7,1,58.21000827,68.04453807
7,1,58.27041238,35.59689504
7,1,58.50591009,81.74558634
7,1,59.00075862,21.17100749
7,1,59.06742703,26.78828402
7,1,59.19115913,17.76790181
7,1,59.76653031,32.6212516
7,1,59.84692489,26.17771249
7,1,59.96705791,26.80258322
7,1,60.80656081,27.86831349
7,1,60.9815014,23.93429816
7,1,61.00295976,30.01531443
7,1,61.13594691,82.53756937
7,1,61.41463372,31.03937506
7,1,61.72061919,85.70569345
7,1,61.72763341,77.06923841
7,1,61.81858546,76.11282402
7,1,62.19225208,76.15681921
7,1,62.33623276,83.2465679
7,1,62.70745411,21.99550858
7,1,63.06524386,34.23574659
7,1,63.60937986,83.36002884
7,1,64.06709621,27.77650056
7,1,64.24916065,14.91396246
7,1,64.61709853,22.44314555
7,1,65.3064625,18.19735483
7,1,65.59236265,20.6941731
7,1,66.94167666,18.24350939
7,1,66.94329143,20.1891325
7,1,66.99074916,17.22287065
7,1,68.93436947,31.61989309
7,1,69.1952352,22.70979217
7,1,70.32792918,82.0293547
7,1,70.72371623,87.15220752
7,1,70.81041484,79.35046183
7,1,70.86333083,79.40817475
7,1,70.9805804,17.15575228
7,1,72.15671894,16.81427479
7,1,72.22208221,19.3692817
7,1,72.27252287,67.64444379
7,1,72.83362587,72.11469381
7,1,75.00639264,82.42583516
7,1,75.09254978,83.43739071
7,1,75.35988197,75.42161458
7,1,75.77990482,79.88619942
7,1,76.74568485,70.04405726
7,1,76.74576122,71.97336009
7,1,78.09365907,77.75955818
7,1,78.46460344,69.74930082
7,1,79.70015835,20.74021837
7,1,85.16168219,65.51240471
7,1,86.50439056,34.89402529
7,1,91.78253274,34.38429465
7,1,91.80835257,34.96559448
7,1,91.88744859,34.76925386
7,1,92.24789883,28.07075149
7,1,92.24840166,32.37715443
7,1,96.08051937,28.0536005
8,1,25.44352571,82.8742005
8,1,25.48358339,82.92908498
8,1,25.56511342,82.92409777
8,1,25.58347508,82.91489113
8,1,25.8551276,17.08190869
8,1,25.85756948,17.11384266
8,1,25.92884427,82.82118411
8,1,25.98531782,17.20372213
8,1,26.02564455,16.92501353
8,1,26.20141928,17.09382391
8,1,26.49139854,17.40539097
8,1,27.09557036,52.07679944
8,1,27.33886892,51.65304675
8,1,27.42242921,51.43887623
8,1,27.43924961,51.71207905
8,1,27.53046637,51.41484656
8,1,27.53739532,51.59365408
8,1,27.55147826,51.48738653
8,1,27.58063881,51.52476126
8,1,27.63996794,51.39909748
8,1,27.6740834,51.30411215
8,1,27.67840297,51.18198917
8,1,27.87826426,50.70890793
8,1,27.8926589,50.79528152
8,1,27.89317272,50.66196341
8,1,49.92838028,82.99366549
8,1,49.96490538,83.7083177
8,1,49.99039495,83.99735692
8,1,50.06948192,83.05766953
8,1,50.12718203,82.99075
8,1,50.17867185,83.18462233
8,1,50.20336581,82.98265686
8,1,50.2074802,85.4600474
8,1,50.21669503,83.75234297
8,1,50.2885278,82.97525357
8,1,50.35352141,17.06474308
8,1,50.3782623,16.94627981
8,1,50.42269806,82.90990147
8,1,50.43552957,17.0651685
8,1,50.44380279,82.94182882
8,1,50.44927033,83.96992038
8,1,50.45885484,17.03857897
8,1,50.46422483,82.93532841
8,1,50.47704772,17.04828941
8,1,50.48801364,83.09951912
8,1,50.50139658,17.10577072
8,1,50.51712581,89.10239459
8,1,50.53363501,17.01958137
8,1,50.55127806,17.08465518
8,1,50.55975806,17.09388377
8,1,50.56284634,82.93782178
8,1,50.56484556,17.07777732
8,1,50.63098196,17.07652235
8,1,50.65835477,83.11447934
8,1,50.66177956,17.07814052
8,1,50.69112419,87.51396042
8,1,50.69985064,17.08518438
8,1,50.70468436,17.02374454
8,1,50.71137854,17.08831585
8,1,50.72525854,16.90746981
8,1,50.73367454,16.99296341
8,1,50.75210826,82.9019501
8,1,50.78515721,17.18019648
8,1,50.79235473,17.20421434
8,1,50.81197535,17.11492526
8,1,50.8127449,16.57271805
8,1,50.86268433,17.14563109
8,1,50.89149225,17.14132373
8,1,50.91894087,17.14760476
8,1,50.9295477,82.84604113
8,1,50.93930391,16.98102188
8,1,51.01423296,17.22109553
8,1,51.0668072,17.20885971
8,1,51.14791671,90.86741233
8,1,51.25091965,17.24045586
8,1,51.26387123,17.16234971
8,1,51.73728166,92.97911753
8,1,51.83563726,52.33576553
8,1,51.92759021,52.25779061
8,1,52.02521411,52.12301105
8,1,52.02884867,52.1768375
8,1,52.18418011,51.97525067
8,1,52.26334738,94.24932783
8,1,52.33156913,51.87886035
8,1,52.34282206,51.86195209
8,1,52.50008894,51.59435617
8,1,52.50930089,51.41620515
8,1,52.52055249,51.5024421
8,1,52.58971986,51.3380902
8,1,52.59281837,51.39159152
8,1,52.63565768,51.41855226
8,1,52.68495344,51.29446922
8,1,52.71377449,51.19794432
8,1,52.72924658,51.20176505
8,1,52.79209735,51.07339565
8,1,52.79773294,50.68603709
8,1,52.88116479,50.62155476
8,1,52.88431329,50.44143545
8,1,52.90136407,50.69056272
8,1,52.95260731,50.07473901
8,1,74.82025396,82.96238879
8,1,75.04472578,17.00426226
8,1,75.14234148,16.75492389
8,1,75.1524592,17.0049424
8,1,75.16434049,83.03499717
8,1,75.19456687,82.93211579
8,1,75.19829529,83.46230334
8,1,75.2280532,82.98566202
8,1,75.23996998,17.03184749
8,1,75.24432621,83.90349738
8,1,75.26335555,82.9452793
8,1,75.28708772,16.17493491
8,1,75.29647509,17.01565319
8,1,75.32597855,15.77189199
8,1,75.40052716,17.04110689
8,1,75.44806251,17.04514941
8,1,75.47933966,82.88405139
8,1,75.57395413,17.06219214
8,1,75.60588476,17.06772306
8,1,75.70104153,82.91945886
8,1,75.7465632,17.10571651
8,1,75.75938382,16.94292965
8,1,75.77145009,17.11125121
8,1,75.87096369,88.38644174
8,1,75.87099084,17.13489391
8,1,75.89557705,17.16994971
8,1,75.96184009,16.69484223
8,1,76.06355025,52.10465206
8,1,76.2431578,52.12368985
8,1,76.87808198,51.8675623
8,1,76.94850272,51.90751654
8,1,76.9954121,52.04552865
8,1,77.08333777,52.15779927
8,1,77.08448437,51.9671367
8,1,77.25438834,51.46182482
8,1,77.31060048,51.74673004
8,1,77.50090732,50.16698595
8,1,77.68201633,51.16563781
8,1,77.75641893,51.15177033
8,1,77.86405471,49.66254553
8,1,77.92604434,50.31866042
8,1,77.95443506,50.47557897
9,1,21.86358128,46.05259335
9,1,22.95947898,51.28770679
9,1,25.16587085,35.76661395
9,1,25.21379046,60.2733986
9,1,25.53800765,60.63023611
9,1,25.58605524,60.84658336
9,1,26.16338747,62.0268149
9,1,26.31431007,33.2971681
9,1,26.32071119,62.39628112
9,1,26.45926233,62.63467337
9,1,26.5135531,32.91874982
9,1,26.66664565,62.98097121
9,1,26.85952956,63.14183467
9,1,28.97283572,29.05046892
9,1,30.88943083,26.32903724
9,1,31.16860072,69.24542132
9,1,31.76066917,69.79765539
9,1,32.26370009,70.3166389
9,1,32.54238034,70.70241721
9,1,32.64425407,70.73255503
9,1,32.83142061,24.79753815
9,1,33.03730125,24.56446249
9,1,33.44618293,24.19064341
9,1,34.57530901,72.72484118
9,1,35.16136075,22.78684965
9,1,36.02709121,22.19543854
9,1,36.46888948,21.87611447
9,1,37.6277033,74.55750434
9,1,39.48557479,20.03305005
9,1,39.79329057,75.80796422
9,1,39.92136281,19.70184953
9,1,41.02697157,76.40958846
9,1,42.14226829,76.88063455
9,1,42.68104041,18.5425362
9,1,42.87903652,18.48941103
9,1,43.04618324,18.4025594
9,1,44.37791453,78.164628
9,1,45.01027007,77.88086312
9,1,45.02899753,17.72444731
9,1,45.04107713,17.73451773
9,1,45.61743919,78.11997023
9,1,45.87036917,17.48939337
9,1,46.96246199,78.666559
9,1,47.35241646,17.13474543
9,1,47.54950635,17.07140453
9,1,47.87519834,78.67585343
9,1,48.55981672,78.7883706
9,1,48.56222301,78.78238353
9,1,48.89055576,16.80654352
9,1,48.91461824,16.79863708
9,1,49.57091141,79.03812388
9,1,49.83849299,16.67633028
9,1,50.0322538,79.0130712
9,1,50.49224751,78.99753207
9,1,50.56493381,79.07729855
9,1,51.17053689,79.16529411
9,1,51.28845866,82.43593984
9,1,51.46710114,79.20184458
9,1,51.47345852,79.159867
9,1,51.5669948,16.48571364
9,1,52.08175556,16.45387453
9,1,52.18811996,16.41821747
9,1,52.64613731,16.38483638
9,1,52.6840664,16.40796278
9,1,52.75122222,79.29365993
9,1,52.82501719,85.57813388
9,1,53.08124169,79.29725077
9,1,53.569905,16.33971255
9,1,53.71967657,79.30693617
9,1,53.77146068,79.30293164
9,1,53.84619403,16.3873181
9,1,54.20023232,79.32500234
9,1,54.25640238,79.31386485
9,1,54.76115612,16.3661891
9,1,55.12963938,16.35324687
9,1,55.66295875,83.35647962
9,1,55.99303015,79.2772637
9,1,56.26583426,79.25293949
9,1,56.36515326,16.32654637
9,1,56.45143367,79.24710702
9,1,56.47538337,79.1678401
9,1,56.92583942,79.20631862
9,1,57.07589242,79.19392254
9,1,57.14093593,16.59861054
9,1,57.14469469,79.19410259
9,1,57.90226605,79.08086782
9,1,58.52828954,78.97870425
9,1,58.57213547,16.64270381
9,1,58.67266309,16.66337243
9,1,58.83912512,16.63763522
9,1,58.98825385,78.91725896
9,1,60.34979352,78.72944587
9,1,60.67392092,17.05180236
9,1,60.75578914,17.03323151
9,1,60.78797008,17.04620486
9,1,61.12446324,17.11635336
9,1,61.82654656,17.26965545
9,1,61.91560964,17.28219122
9,1,62.68567125,78.17474327
9,1,63.09022514,78.0414095
9,1,63.35648811,17.72406884
9,1,63.39471287,17.70053514
9,1,64.01024068,17.92447819
9,1,64.02084165,17.88358125
9,1,64.80200945,18.21687863
9,1,64.81286696,77.48693892
9,1,65.02593981,18.2878245
9,1,65.11812196,77.39918845
9,1,65.2230304,18.39719512
9,1,65.31504391,18.3337483
9,1,65.75555154,18.51621583
9,1,65.80721904,18.14076495
9,1,66.0937202,77.01781826
9,1,68.08560586,76.1123175
9,1,68.7456313,75.79005546
9,1,68.89278402,20.03244884
9,1,69.51358316,20.27935789
9,1,69.96773412,20.53898878
9,1,70.1028045,75.68320685
9,1,70.98194099,21.1458881
9,1,72.95904687,22.51149983
9,1,73.03183302,73.12057473
9,1,73.39615493,22.81624794
9,1,73.50744773,22.85698876
9,1,75.67420733,24.78250097
9,1,75.68657114,24.74151039
9,1,77.20458932,69.31214977
9,1,77.93100493,68.69006188
9,1,81.57794592,63.8949255
9,1,82.03390848,62.68186979
9,1,82.1443116,33.19522187
9,1,83.84465351,58.61606023
9,1,84.28682499,57.25616809
9,1,84.42478583,38.76141016
9,1,84.6267242,39.48707751
9,1,84.79427788,55.56865037
9,1,85.18014328,53.78167666
9,1,85.3449645,52.88641987
9,1,85.57098508,44.56009644
9,1,85.60449902,50.76233791
9,1,85.62248671,45.02416587
9,1,85.66476066,45.54275277
10,1,19.28820474,62.06305936
10,1,20.02450058,61.34262387
10,1,20.40894789,32.20303042
10,1,20.68914905,62.72130521
10,1,20.95946481,66.04149838
10,1,23.49571047,25.32246815
10,1,24.63553998,71.61071483
10,1,25.05480609,71.54859792
10,1,27.56083529,72.84782559
10,1,28.27119417,72.84023126
10,1,29.55754336,21.36477746
10,1,33.00823391,15.98507146
10,1,34.75059705,80.01109099
10,1,34.76370042,47.62479993
10,1,35.34968062,47.14107313
10,1,35.469523,43.11588495
10,1,35.53766421,48.72938687
10,1,36.03340215,53.37168776
10,1,36.45556953,40.79184303
10,1,36.48198057,15.16276009
10,1,36.89432765,47.70655597
10,1,36.91654386,41.09524744
10,1,37.02662945,44.46229305
10,1,37.31045274,45.2587509
10,1,37.32935526,39.60204231
10,1,37.8904155,82.567493
10,1,38.35939487,13.43132262
10,1,38.50219967,41.56715562
10,1,39.05554978,55.54697371
10,1,39.5489737,80.81260177
10,1,39.64957388,82.66453387
10,1,40.009672,60.98658251
10,1,40.07466666,34.6236852
10,1,41.16378107,34.31575825
10,1,41.38952255,37.29605623
10,1,41.60955727,83.84868656
10,1,41.6832004,84.0179406
10,1,42.27633267,34.52763612
10,1,43.36850155,84.3321772
10,1,43.80703196,11.31894489
10,1,44.29166872,82.90944121
10,1,45.27200294,85.23707942
10,1,45.469177,33.83119273
10,1,46.48076811,83.51821167
10,1,46.50861419,11.20713449
10,1,46.81990795,10.49465268
10,1,46.95708015,65.24040739
10,1,47.31541578,12.85345178
10,1,48.01438669,65.71281959
10,1,48.17993079,85.04511674
10,1,48.66437073,30.68066685
10,1,48.99304012,32.03035884
10,1,49.19172196,85.87622912
10,1,49.2805948,84.04882283
10,1,49.67741465,10.38313251
10,1,50.01648295,11.93385209
10,1,50.14462898,12.2115431
10,1,50.2852524,30.33792211
10,1,50.42467869,85.17474759
10,1,50.51596026,9.765591622
10,1,50.94049266,9.691547134
10,1,50.96774838,29.67977429
10,1,51.20389114,83.33977661
10,1,51.59984815,84.81982149
10,1,51.87207267,85.82973764
10,1,52.2343086,29.71167299
10,1,52.99202897,9.906668483
10,1,53.00302532,84.6747986
10,1,53.10138178,84.54765869
10,1,53.17465627,84.26056799
10,1,53.70377593,66.38948204
10,1,53.98039918,29.35098671
10,1,54.03177562,29.67234832
10,1,54.37972195,84.24035555
10,1,54.71417106,84.04312807
10,1,54.73028909,11.41288267
10,1,55.05191654,11.94998862
10,1,55.06711799,29.0115352
10,1,55.16094182,65.23730817
10,1,55.36516034,30.44585028
10,1,55.86376849,85.33648676
10,1,57.06098271,9.920560854
10,1,57.81785469,10.94514243
10,1,58.00666912,30.2537213
10,1,58.63676508,11.97472107
10,1,58.9744699,85.49981761
10,1,59.26928033,29.64070177
10,1,59.50307661,30.66967395
10,1,59.83996671,64.47676444
10,1,60.09224661,11.87211171
10,1,60.83491754,64.60376971
10,1,60.85367987,65.49914703
10,1,61.08854414,10.08453441
10,1,61.27978658,65.7664025
10,1,61.5034725,10.82841448
10,1,61.52059065,64.79185504
10,1,61.61477596,29.99439119
10,1,62.04803251,63.84586325
10,1,62.56025887,30.44713567
10,1,62.69126654,30.29037383
10,1,62.82402452,84.96618595
10,1,63.06749989,64.03500046
10,1,63.14452748,85.23669633
10,1,63.14904908,83.94685535
10,1,63.49732308,11.91406917
10,1,64.758887,82.31522364
10,1,64.81223756,62.81091559
10,1,65.04432528,11.00084148
10,1,65.8755478,11.73243636
10,1,66.05308577,13.38022601
10,1,66.17301826,12.03791702
10,1,67.28065952,14.12865153
10,1,67.62086589,38.00655847
10,1,67.78949616,61.36370155
10,1,68.25720644,12.38463915
10,1,68.453046,13.03552859
10,1,68.54314354,35.65783217
10,1,68.99502863,13.99431053
10,1,70.04273525,80.38502136
10,1,70.23686952,82.17115106
10,1,70.25547467,13.25038497
10,1,70.64499626,82.43091876
10,1,70.84642611,52.28225333
10,1,71.53901985,45.52180616
10,1,72.47095256,51.12213482
10,1,72.57062345,80.97121844
10,1,72.66998927,15.23422594
10,1,73.42867087,48.57785513
10,1,75.13071604,79.98409314
10,1,77.70610965,20.30426019
10,1,78.24991617,17.88324091
10,1,79.66426228,73.93230972
10,1,83.29390574,70.77843179
10,1,88.2390019,31.47743488
10,1,88.43210253,64.624247
10,1,88.5305192,30.47603101
10,1,89.09219763,57.76819305
10,1,89.11555901,64.00150664
10,1,91.19105361,46.67434284
10,1,91.50788818,53.31265209
10,1,91.72600577,52.62335326
10,1,91.73553876,48.97021089
11,1,20.20977816,67.5166421
11,1,21.0379689,49.82929965
11,1,24.44345283,54.47365512
11,1,24.63083013,53.3957389
11,1,27.10624293,54.71955315
11,1,27.2451932,29.81950745
11,1,27.54823445,75.16475905
11,1,27.88771936,75.44557599
11,1,28.08961766,60.51221255
11,1,29.29278311,59.79199693
11,1,30.08079929,27.58802552
11,1,30.12333182,81.14429533
11,1,30.40431434,29.07953992
11,1,31.03291744,28.92814189
11,1,31.13573492,61.43191271
11,1,31.33324409,32.53856948
11,1,31.91551999,79.79041349
11,1,32.19209695,60.20065092
11,1,33.16775704,31.24774117
11,1,33.39479873,35.01680132
11,1,33.98063397,35.03305815
11,1,34.25061177,34.44158657
11,1,36.16346644,33.8193142
11,1,36.46588202,35.52418761
11,1,36.61972206,36.81141411
11,1,37.58007158,38.8315722
11,1,37.70083752,68.41840528
11,1,37.79143238,66.85464103
11,1,40.16381574,87.44867235
11,1,41.2902998,42.31155241
11,1,41.53039785,13.39629075
11,1,41.5789294,90.30356654
11,1,42.41501229,11.6937811
11,1,42.53480844,10.16986846
11,1,42.64498293,40.15432164
11,1,42.65225098,90.56063973
11,1,43.28671292,43.05686032
11,1,43.3926884,43.59759407
11,1,43.827709,71.04705221
11,1,43.85638148,94.08587177
11,1,44.60997591,93.07583503
11,1,44.75958744,41.97460661
11,1,45.34265319,13.90881239
11,1,46.01811902,46.25772337
11,1,46.26474134,94.11619216
11,1,46.71451799,15.61327447
11,1,47.22502527,44.57564662
11,1,47.44211164,98.18430186
11,1,47.69520089,95.24118693
11,1,47.8499077,48.55662465
11,1,48.392363,50.33152856
11,1,48.45061765,16.21227822
11,1,48.83398913,17.72595587
11,1,49.04095664,77.36258327
11,1,49.07012675,48.89694468
11,1,49.17741856,96.61053245
11,1,49.89959207,19.56408354
11,1,50.19895895,52.2250296
11,1,50.44418533,78.19588831
11,1,50.75974105,18.0893946
11,1,51.14118357,20.61832378
11,1,51.26239748,49.66650513
11,1,51.30882526,80.13639116
11,1,51.43393552,99.25686729
11,1,51.60062413,50.03246689
11,1,51.88688802,80.11360769
11,1,52.26856168,52.8052402
11,1,52.85831502,20.235061
11,1,53.51297054,5.875109528
11,1,53.52995267,24.24191558
11,1,54.13319546,83.79399608
11,1,54.38949526,53.81190123
11,1,54.81179837,6.569648703
11,1,54.85566465,83.78339767
11,1,55.04412336,83.54141063
11,1,55.241297,52.59357463
11,1,55.48205636,22.82746624
11,1,55.56386503,85.81037514
11,1,55.58987734,26.29924511
11,1,55.76158737,54.03051724
11,1,55.90591623,54.25267253
11,1,56.59436464,8.917344045
11,1,57.83280627,9.222384623
11,1,57.96898144,85.35604573
11,1,58.32313965,60.03105917
11,1,58.41638401,5.645777483
11,1,58.93476507,9.369201219
11,1,59.02507709,28.32208588
11,1,59.24380953,10.54014209
11,1,59.63261013,7.058037199
11,1,59.71600776,11.51909686
11,1,60.33758649,63.03495933
11,1,60.60027647,59.75330888
11,1,60.68362604,10.63264156
11,1,60.74938919,28.05173634
11,1,61.12039438,88.70405291
11,1,61.26968209,29.38572405
11,1,61.58684243,11.02758584
11,1,61.61856825,13.41082272
11,1,61.65872333,64.10002348
11,1,62.42377859,33.48659529
11,1,63.57293938,32.93861761
11,1,63.7231835,14.5214212
11,1,63.76027502,61.18564117
11,1,63.92103671,15.62096103
11,1,63.98634689,32.71343161
11,1,64.65523056,16.61227651
11,1,65.00594317,15.91266865
11,1,65.15070528,92.50263374
11,1,65.5834277,93.51706094
11,1,65.67639603,35.10931543
11,1,65.77666516,16.78765607
11,1,66.43132432,36.53610974
11,1,67.46413981,95.99996391
11,1,68.41276712,19.91312654
11,1,68.49251323,17.98736343
11,1,68.63828071,18.5080129
11,1,68.85102158,39.57343427
11,1,69.28897314,99.57959113
11,1,70.17145753,70.28222124
11,1,71.13412634,19.38595753
11,1,71.54503899,72.65771633
11,1,72.4366575,20.57834511
11,1,72.62220941,74.52696565
11,1,73.00149407,24.07381254
11,1,74.1867735,74.34420415
11,1,75.14151959,73.81966847
11,1,75.16866784,73.90044488
11,1,77.74688512,47.37182411
11,1,78.57574484,76.81570309
11,1,80.35293412,47.80029889
11,1,81.26944055,80.63594493
11,1,84.0905076,56.30196801
11,1,85.32420289,55.38857883
11,1,85.8191629,37.57138618
11,1,86.25622382,55.83093038
11,1,86.40154985,38.74693317
11,1,90.34263451,37.7803861
11,1,90.44181811,40.13311342
11,1,92.01755908,39.91793113
11,1,92.54879332,42.90190791
11,1,95.26052784,46.00883027
12,1,18.1094723,53.70811033
12,1,20.93199968,51.64623549
12,1,21.79609923,49.49952953
12,1,24.15049107,47.18853353
12,1,24.99748269,75.44156166
12,1,25.95259655,73.03318035
12,1,26.16049694,23.04223147
12,1,27.71405657,42.25005163
12,1,28.41920213,21.31574825
12,1,28.52339102,39.79666625
12,1,28.6031956,44.2237227
12,1,31.399646,39.26526322
12,1,31.49702549,67.91256216
12,1,32.24627514,70.11058684
12,1,32.37596192,68.51082046
12,1,32.96070352,35.82311129
12,1,34.20762084,33.59380544
12,1,35.40473624,31.9391622
12,1,35.43553253,34.96103816
12,1,36.43472392,62.29404546
12,1,36.52348922,35.67104839
12,1,37.08824513,60.8572275
12,1,37.47701389,63.78868557
12,1,37.54370126,32.88402447
12,1,37.62705346,93.06067295
12,1,37.83919968,94.3594435
12,1,39.24156522,33.36141669
12,1,39.59650098,32.13613174
12,1,39.79589781,28.44321912
12,1,39.88537342,90.63466208
12,1,39.91163517,32.14402262
12,1,40.00265929,27.48751
12,1,40.1237272,30.07316194
12,1,40.4353274,27.64007114
12,1,42.18480645,28.57367473
12,1,42.49544009,56.90368153
12,1,44.07740513,84.1258533
12,1,44.30051503,58.13295928
12,1,44.37738282,57.68473692
12,1,44.54495531,27.36224262
12,1,45.41263893,53.87079769
12,1,45.42038208,5.372408995
12,1,45.49985765,3.985426293
12,1,46.31369241,55.68559177
12,1,46.38607392,51.00216454
12,1,46.9051032,81.56564241
12,1,46.90953863,85.60226116
12,1,46.98828335,55.42063673
12,1,47.3748965,83.47155552
12,1,47.44646672,82.62212401
12,1,48.17565679,19.52121535
12,1,48.86324182,83.15835749
12,1,49.45270777,79.9306028
12,1,49.80698774,82.08502559
12,1,49.84202225,50.57655229
12,1,49.93674531,21.59009692
12,1,50.11459752,1.741461713
12,1,50.22441782,19.17096988
12,1,50.29704327,99.64417917
12,1,50.30998872,47.26788186
12,1,50.43386119,18.53487085
12,1,50.71329957,48.77228678
12,1,50.74171907,17.83840561
12,1,51.3532682,0.303872421
12,1,51.48771336,20.84361069
